id_local;matricula;bastidor;ktype;codVersion;rvCode;marca;modelo;version;anyo;combustible;estado;fotos
52219;1424DHT;VF7LC9HXC74153452;18343;011900810390001;22648;CITROEN;C4 BERLINA;Collection;2004;Diesel;0,1,15,5;8
52395;MA9603DD;ZFA175000P0027092;3805;012800300050001;35118;FIAT;COUPE (175);2.0 T 16V Plus;1996;Sin plomo 95;0,1,5,15,9;9
52451;NAW954;JTJB01BA0D2066423;33014;014870750070006;14220;LEXUS;RX (GGL1/GYL1);450h;2009;Sin plomo 95;0,1,5,9,15;12
52568;0173DBS;KNEBA24324T050870;18042;014250150030001;23754;KIA;PICANTO (SA);1.1 EX;2004;Sin plomo 91;0,1,5,9,15;8
52590;MXX215;KL1CD2669CB035426;;01160060B000010;3084G;CHEVROLET;CAPTIVA;*;2007;;0,1,15,5;5
52780;DER456G ;YV1DZ9056C2312536;;019100580330010;;VOLVO;XC60;R-Design AWD;2012;Sin plomo 95;0,5,9,3;7
52868;2843CKJ;WDC1631571A445527;17108;015700500060001;14477;MERCEDES-BENZ;CLASE ML (BM 163);350 (163.);2003;Sin plomo 95;0,1,15,5;8
53107;VLK855;VF7HBNFUC28031174;17276;011900290020001;26119;CITROEN;C3 PLURIEL;1.6 16V Sensodrive;0;Sin plomo 95;0,1,15,5;7
53135;9904DHM;WVWZZZ9NZ5Y130481;16300;019050040040037;27567;VOLKSWAGEN;POLO IV (9N1);Highline;0;Sin plomo 95;0,1,15,5;8
53163;6AV5400;TMBLJ7NP6J7565399;115169;018000540080006;3344;SKODA;SUPERB COMBI (3V5);L&K 4x4;0;Diesel;0,1,5,9,15;9
53266;9582FXT;VSSZZZ6LZ8R099485;17153;017900310200016;2544;SEAT;CORDOBA BERLINA (6L2);Stylance;2007;Diesel;0,1,15,5,15;7
53289;7432DSH;VSSZZZ5PZ6R032704;22505;017900400020019;3233;SEAT;ALTEA (5P1);Reference;2004;Diesel;0,1,15,5;9
53483;9057JYV;WBAEH72040B535015;17814;011300750100001;15061;BMW;SERIE 6 COUPE (E63);645Ci;0;Sin plomo 95;0,1,5,9,15;8
53487;CW435DR;VF15RRL0H48427224;59003;017200760300006;12918;RENAULT;CLIO IV;Business;2013;Diesel;0,1,5;7
53537;;LC2C20000B2600855;;01457*02*010000;;KYMCO;;;2011;;0,1,5;4
53582;0376HLG;VF34E9HR8CS146705;33273;016701180710003;30090;PEUGEOT;308 SW;Envy;2011;;0,1,15,5;8
53760;4338GCV;VF1BR1F0H39421433;19052;017200700270006;29148;RENAULT;CLIO III;Emotion;2008;Diesel;0,1,5,9,15,3;8
53777;9182CCJ;WDB2201281A212785;14726;015700220120001;14800;MERCEDES-BENZ;CLASE S (BM 220) BERLINA;400 CDI (220.028);2002;Diesel;0,1,5,9,15;7
53833;96KSK;JMBXNGA1WKU009032;33436;015900850510001;30496;MITSUBISHI;ASX (GA0W);Challenge 2WD;2019;Sin plomo 95;0,1,15,5,9,15;7
53836;7907FTT;JMZGG14R671699604;18828;015500650490003;37741;MAZDA;6 BERLINA (GG);2.0 CRTD 143 Active (4-ptas.);0;Diesel;0,1,15,5;7
53985;6302CGD;WVWZZZ3BZ3P280524;15417;019050650810013;27335;VOLKSWAGEN;PASSAT BERLINA (3B3);Advance;2003;Diesel;0,1,10,5;9
53986;9721BCZ;WVWZZZ6XZ1W052229;8972;019050520020001;26782;VOLKSWAGEN;LUPO (6X1/6E1);Trendline;2000;Sin plomo 95;0,1,5,9,15,3;6
54026;4447LBY;ZFA3340000P816023;132508;012800630370002;23519;FIAT;500X (334);Urban;0;Sin plomo 95;0,1,5,7,9,15;9
54032;1493DCB;WDB2110061A698321;16594;015700320120002;985;MERCEDES-BENZ;CLASE E (BM 211) BERLINA;E 220 CDI (211.006);2004;Diesel;0,1,9,3,5;7
54088;0091CTD;VF7JM8HXB97092474;17333;011900240020003;26015;CITROEN;C2;SX;2004;Diesel;0,1,5,9,3;8
54091;MA4857CP;VSSZZZ6KZXR018405;5677;017900200040013;30742;SEAT;IBIZA (6K1);Signo;0;Sin plomo 95;0,1,15,5;8
54158;9418HST;WBADD41010BT60939;;01130022B000028;1012G;BMW;SERIE 5 BERLINA (E39);*;0;;0,1,5,10;7
54186;4064FFL;VF1CR1F0H35680193;19052;017200700240002;29148;RENAULT;CLIO III;Confort Dynamique;2006;Diesel;0,1,9,3;7
54191;7386DRZ;VF7RC4HXE76081261;;011900940480035;;CITROEN;C5 BERLINA;Collection;2005;Diesel;0,1,15,5;8
54202;9325LJM;VR7ARHNSJKL119555;132839;011901050100001;4153;CITROEN;C5 AIRCROSS;Feel;2018;Sin plomo 95;0,1,9,5;8
54223;3221GGT;VF1EM1R0H3B75B055;23069;017201070030006;33313;RENAULT;MEGANE II COUPE/CABRIO;Authentique;2008;Sin plomo 91;0,1,5,15,9;7
54225;6423BFY;VF3231B5216049177;;026700100120006;;PEUGEOT;BOXER (230) FURGÓN BAT.2850MM ();1400  D;1999;;0,15,5;0
54253;1942FLG;VF7CH9HZC25916422;17961;011900440170001;25575;CITROEN;XSARA PICASSO;1.6 HDi 110 Exclusive;0;Diesel;0,1,5,15,9;11
54254;3627BVM;VF1KC0JEF26371250;8990;017200171020004;956;RENAULT;KANGOO I (F/KC0);ALIZE;0;Diesel;0,1,15,5;7
54276;4302YN68;W0L0XCE7554118393;17205;016500270210003;32691;OPEL;MERIVA;Blue Line;0;Diesel;0,1,5,15,9;7
54288;MA4463CU;VF1KC0EAF20376560;8990;017200171020004;956;RENAULT;KANGOO I (F/KC0);ALIZE;1997;Diesel;0,15,5;0
54296;4977GWF;VSSZZZ6JZAR149691;20057;017900240150006;23939;SEAT;IBIZA BERLINA (6J5);Copa;2010;Diesel;0,1,5,15;8
54306;818651 11;WDC2923241A109329;112236;015700823240001;9597;MERCEDES-BENZ;CLASE GLE (BM 292) COUPE;GLE 350 d (292.324);2016;Diesel;0,1,15,9,5;9
54349;2545DSL;VF1BMRF0534909340;16919;017200360020015;28987;RENAULT;MEGANE II BERLINA 5P;Authentique;2005;Diesel;0,1,15,5;7
54364;7173DPH;VF1JM0GD634175640;18050;017201000500034;2368;RENAULT;SCENIC II (JM);Authentique;0;Diesel;0,1,5,9,15;8
54365;4481KKB;VF1KT0J0639292662;23372;017200930220009;35472;RENAULT;LAGUNA III BERLINA;Authentique;2008;Diesel;0,1,5,10,9;6
54444;0527FCV;W0L0ZCF6861126014;17941;016500750150043;2801;OPEL;VECTRA C BERLINA;Cosmo;2006;Diesel;0,1,15,5;7
54456;7826JBD;WF0DXXGAKDEY46433;58967;012851250040006;23266;FORD;FIESTA (CNN);Trend;2014;Sin plomo 95;0,1,15,5,9,15;6
54475;AH612TB;WAUZZZ4F08N055298;17896;010600980040001;3398;AUDI;A6 BERLINA (4F2);2.0 TDI;2007;Diesel;0,1,5,9,10;5
54533;8620GHB;WDF63981313419111;;025700340480001;;MERCEDES-BENZ;VIANO (639);2.2  CDI  Largo  (639.813);0;;0,1,15,5;6
54545;0867CJW;VF1KA050528265565;11267;017200860210001;2306;RENAULT;MEGANE I FASE 2 GRANDTOUR (KA...);1.9 dTi RT (KA0N);2003;Diesel;0,15,5;0
54575;1492DTY;VF36JUHZJ21408266;18992;016701110200001;8114;PEUGEOT;407 COUPÉ;Básico;2006;Diesel;0,1,5,15;5
54607;1361FYK;NLHCM41VP7Z058160;19903;013450320040002;29518;HYUNDAI;ACCENT (MC);GL CRDi;2007;Diesel;0,1,15,5,9;6
54612;4241HBY;VF1BZ0B0643850980;29956;017201110270003;28790;RENAULT;MEGANE III BERLINA 5P;Emotion;2010;Diesel;0,1,9;5
54642;0366HVZ;WVWZZZAUZEW289555;59120;019051050200004;26959;VOLKSWAGEN;GOLF VII (5G1/BE1);GTD BlueMotion;2014;Diesel;0,5,9;0
54673;LZF111;JDA00F30000052676;;01210*01*010000;2337G;DAIHATSU;;;1992;;0,5;0
54679;4989FDX;VSSZZZ6LZ7R043480;;017900230390001;;;;;2006;;0,1,9,5;5
54683;CO2936AC;ZFA14600001700083;9299;012800080020001;23553;FIAT;UNO (146);1.0 I.E. / 45 I.E.;1991;Sin plomo 91;0,5;0
54686;OE03BYA;VF7CHRHYB39479718;11873;011900440690001;4706;CITROEN;XSARA PICASSO;2.0 HDi Exclusive Plus;2003;Diesel;0,5;0
54687;9464CCK;VF1FLACA62V152298;19514;027200120220003;2218;RENAULT;TRAFIC II FURGÓN;Doble cabina L1H1  2,7t;2002;Diesel;0,5;0
54688;EL37495;5YJSA3H15EFP40706;;018530010010001;;TESLA;MODEL S;Basis;2014;EL;0,1,5,10,9;6
54703;NL11VYY;VF7SA9HP0BW526707;;01190057B000028;1176G;CITROEN;DS3;*;2011;;0,5,9;0
54704;2263DBB;W0L0ZCF6941091319;16745;016500520050005;35191;OPEL;VECTRA C BERLINA;Comfort;2004;Diesel;0,5;0
54755;2739HXG;VF1BZ110650190153;59341;017201110160013;24352;RENAULT;MEGANE III BERLINA 5P;BOSE Edition;2014;Sin plomo 95;0,5,9;0
54756;0765GRN;VF1JZ2B0D41917642;31553;017201140050012;28781;RENAULT;SCENIC III (JZ);Dynamique;2009;Diesel;0,5;0
54764;7238CPT;;11873;011900440660002;4706;CITROEN;XSARA PICASSO;2.0 HDi;2000;Diesel;0,5;0
54775;VI1777X;WF0NXXWPDNXL69036;9646;012850710040003;30919;FORD;FOCUS FAMILIAR (CAK);Ambiente;1999;Sin plomo 95;0,5;0
54778;5437CZF;VF7FC8HXB27072184;16331;011900531440001;22474;CITROEN;C3;1.4 HDi Audace;2007;Diesel;0,15,5;0
54779;7336FYX;WDB2093161F158242;16699;015700340110003;32182;MERCEDES-BENZ;CLK (BM 209) COUPE;270 CDI (209.316);2002;Diesel;0,1,15,5;5
54781;0298DCT;WDB16800813170968;9342;015700300120004;16057;MERCEDES-BENZ;CLASE A (BM 168);170 CDI (168.008);1997;Diesel;0,5,9;0
54785;7578DKV;KNEFE224255157328;17952;014250050140001;4811;KIA;CERATO (LD);2.0 EX CRDi Familiar (5-ptas.);2005;Diesel;0,5;0
54820;8510FDM;VF7GJWJYB93368339;10227;011900120240003;4054;CITROEN;BERLINGO;1.9 D Multispace;2001;Diesel;0,5;0
54835;2217BJB;VSSZZZ6KZ1R275441;3961;017900200020002;34631;SEAT;IBIZA (6K1);Select;2001;Sin plomo 95;0,5;0
54837;E059ANR;WP0PXXWPDP9R67856;;01285*01*010000;5760G;FORD;;;2003;;0,5,9;0
54846;BI5637CF;WBADD61070BR32950;5094;011300220040002;8419;BMW;SERIE 5 BERLINA (E39);528i;1997;Sin plomo 95;0,5;0
54851;6021BJJ;SHHEU87701U006910;9546;013400180230001;30549;HONDA;CIVIC AERODECK (MB/MC);1.6 ES (MC1);2001;Sin plomo 91;0,5;0
54883;7385CND;WAUZZZ8LZXA069013;7378;010600740160030;2449;AUDI;A3 (8L);1.9 TDI Ambiente;2000;Diesel;0,5;0
54890;7209CXR;;17978;012800470150003;34503;FIAT;I DOBLÒ (119);1.9 JTD Family;2004;Diesel;0,5;0
54893;CC388BA;;28136;014700400050003;33956;LANCIA;DELTA (181);Argento;2008;Diesel;0,5,9;0
54895;3732FFG;;18937;012850720040008;15479;FORD;FOCUS C-MAX (CAP)(2003);Ambiente (D);2005;Diesel;0,15,5;0
54906;80LHVS;SAJAA01PX3FM80905;10279;013800280010001;8991;JAGUAR;S-TYPE (03.1999);3.0 V6;1998;Sin plomo 95;0,5;0
54911;2465GTR;VF36D9HZC9L021968;17986;016700470240007;30029;PEUGEOT;407;Confort;2007;Diesel;0,1,15,5;6
54951;5070FJB;VF3WCKFVC33597651;;016701080010020;;PEUGEOT;207;Urban;2006;Sin plomo 95;0,1,9,15,3,3,5;6
55009;2189BGH;VF7DCXFXX76030947;15913;011900510100007;23588;CITROEN;C5 BERLINA;3.0 V6 Exclusive Automático;2001;Sin plomo 91;0,5;0
55018;MA9462CT;VF1DA040520051687;11484;017200820130001;23606;RENAULT;MEGANE I FASE 2 COUPE (DA...);1.6 16V Dynamique    (DA04/B);2000;Sin plomo 95;0,5;0
55051;753AXM69;VF1CB05CF25207397;16104;017200670260001;24189;RENAULT;CLIO II FASE I (B/CB0);1.2 16 V RT (B/CB05/W);2001;Sin plomo 91;0,5;0
55078;C232HT777;WBASN21020C188715;33772;011301010100002;24122;BMW;SERIE 5 GRAN TURISMO (F07);535i;2010;Sin plomo 95;0,1,9,5;9
55084;EL878NL;VF1JMSE0637232086;18780;017201000500019;29026;RENAULT;SCENIC II (JM);Authentique;2007;Diesel;0,5,9;0
55090;5156JDF;VF7DD9HP0FJ542010;57403;011900850200002;25914;CITROEN;C-ELYSÉE;Exclusive;2015;Diesel;0,5,9;0
55092;AJ653XM;WBAAL71020KE71431;9045;011300460080001;3013;BMW;SERIE 3 BERLINA (E46);320d;1998;Diesel;0,5,9;0
55094;5826HBK;VSSZZZ1PZBR035096;762;017900140250036;4042;SEAT;LEON (1P1);Reference;2010;Diesel;0,5,9;0
55109;H748JLE;;3445;015900610010001;9085;MITSUBISHI;3000 GT (Z10);Básico;1992;Sin plomo 95;0,5,9;0
55125;3165GTJ;VF7RDRHF89L579504;31997;011900920040027;12990;CITROEN;C5 BERLINA;Exclusive;2009;Diesel;0,1,5,9;6
55130;WW950TP;WBATX75060NC05271;127855;011301061940002;13305;BMW;SERIE X3 (G01);xDrive30d M Sport;2019;Diesel;0,1,5,9;6
55157;FF682FT;ZFA3340000P314910;108302;012800630190002;29963;FIAT;500X (334);Cross Plus;2015;Diesel;0,1,9;7
55159;P7084BDG;VF3WC8HR0DE003926;19354;016701080330031;17252;PEUGEOT;207;Confort;2013;Diesel;0,1,9,5;6
55177;9771BPZ;WF05XXGBB51C20177;15492;012850610040001;37715;FORD;MONDEO BERLINA (GE);Trend;2001;Diesel;0,1,5,9;5
55181;5121;WVWZZZ6NZ1Y053205;14064;019050620020015;16898;VOLKSWAGEN;POLO III BERLINA (6N2);Trendline;2000;Sin plomo 95;0,1,5,9;7
55192;AL904EM;W0L000051T2652829;8899;016500410170052;1763;OPEL;ASTRA F BERLINA;Básico;1996;Sin plomo 91;0,1,9,5;5
55203;1818BVP;VF1BG0E0526811620;16582;017200790020001;2337;RENAULT;LAGUNA II (BG0);Authentique;2002;Diesel;0,1,5;5
55227;2856DTM;WDD1693061J213853;18263;015700400610007;5004;MERCEDES-BENZ;CLASE A (BM 169);A 160 CDI (169.306);2004;Diesel;0,1,5,9;6
55234;7412JPC;VF7DDHMZ6GJ666358;117342;011900850200007;311;CITROEN;C-ELYSÉE;Exclusive;2016;Sin plomo 95;0,1,5,9;5
55285;2621FRR;VF7UD9HZC45113646;22483;011900830310001;9911;CITROEN;C4 PICASSO;SX;2007;Diesel;0,1,9,5;6
55287;3931FRR;VF3WB5FWC33702652;20027;016701130220007;33778;PEUGEOT;207 CC CABRIO-COUPÉ;Básico;2007;Sin plomo 95;0,1,5,9;5
55313;4094DJUJ;VF1BBR8EF33076835;16109;017200690020013;28968;RENAULT;CLIO II FASE II (B/CB0);Authentique;2005;Diesel;0,1,15,5,9;6
55316;;WV2ZZZ7HZLX017516;;029050570100001;;VOLKSWAGEN;T6.1 TRANSPORTER CARAVELLE (SH);Caravelle Trendline FWD;2020;Diesel;0,1,5,9,3;6
55336;6788BWC;WVWZZZ1JZ2P049047;16063;019050450040106;30571;VOLKSWAGEN;GOLF IV BERLINA (1J1)(10.1997);Highline;2001;Diesel;0,1,5,9;7
55344;C9388CF;SARRTMWHNYD466460;14700;010700430010001;18668;MG ROVER;ROVER 45 (T/RT);Classic;2009;Sin plomo 91;0,1,9,5;6
55374;2183KTB;UU14SDKJ560691721;6695;011940110060005;28850;DACIA;LOGAN II;Laureate;2019;Diesel;0,1,5,9;7
55388;P3522BCX;SALLSAA138A123824;18804;017300490010001;8121;LAND ROVER;RANGE ROVER SPORT;V6 TD S;2008;Diesel;0,1,9,5;6
55405;M0918MY;WF0AXXGBVAMU76876;;022850110020124;;FORD;TRANSIT FURGÓN (CY/DY)(1986);FT  100;1991;;0,1,9;8
55447;6288KVZ;VF1R9800462693887;142142;017200770270003;14126;RENAULT;CLIO IV GRANDTOUR;Zen;2019;Sin plomo 95;0,1,5,9;10
55450;7580KSH;VNVK1400061669038;123826;012251030050002;22678;NISSAN;MICRA (K14);Acenta;2018;Sin plomo 95;0,1,5,9;9
55456;DK850ZD;VF1AHB00551506012;108062;017201300030001;23464;RENAULT;TWINGO III;Expression;2016;Sin plomo 95;0,1,9;5
55478;1104DFF;KMHBT51HP5U285386;16814;013450180050003;37381;HYUNDAI;GETZ (TB);1.3 Básico;2004;Sin plomo 91;0,1,9,5;6
55489;CJ969TX;JMBLNV78W1J004498;57188;015900590120001;35727;MITSUBISHI;MONTERO (V60/V70);3.2 DI-D Avance (5-ptas.);2003;Diesel;0,1,9,5;7
55582;7966CYH;WBAAL71080CF55344;9045;011300460080001;3013;BMW;SERIE 3 BERLINA (E46);320d;2001;Diesel;0,1,5,9;9
55711;7153KCK;WVGZZZ5NZHW938628;;019051220850005;;VOLKSWAGEN;TIGUAN (AD1);Sport 4Motion BMT;2017;Diesel;0,1,9;0
55769;MA1088CP;VSSZZZ6NZWY220173;5278;019050420010031;16656;VOLKSWAGEN;POLO III (6N1);Básico;1994;Sin plomo 95;0,9,5;0
55777;2237GJW;NMTEA16R00R163631;19245;018601000240002;5412;TOYOTA;COROLLA VERSO (R1);2.2 D-4D Luna;2008;Diesel;0,1,5,9,3,15;6
55804;7869GVX;MAT4030968NL01078;;018500100050001;;TATA;SAFARI (1998);3.0D DICOR;2005;Diésel;0,1,9;6
55820;2901CRY;WVWZZZ1KZAW117882;31340;019050850700026;5018;VOLKSWAGEN;GOLF VI (5K1)(10.2008);Advance;2009;Diesel;0,1,5,9;6
55822;P0631BCW;WDB2084652T092016;9502;015700190080003;14069;MERCEDES-BENZ;CLK (BM 208) CABRIO;320 (208.465);2001;Sin plomo 95;0,1,9,3;10
55844;;W0L0AHL4845226305;17845;016500480050009;33437;OPEL;ASTRA H BERLINA;Enjoy;2004;Sin plomo 95;0,9,5;0
55850;2965BNT;W0L0TGF7522047393;15333;016500580080010;35182;OPEL;ZAFIRA A;Elegance;2001;Diesel;0,1,9,5;6
55868;8115LRP;W0V7D9ED2M4215371;126416;016501560200009;24610;OPEL;CROSSLAND X;Edition;2021;Sin plomo 95;0,1,9,15,3;6
55872;AW532JN;SJNFBAK12U2192256;17180;012250070020012;24698;NISSAN;MICRA (K12E);Visia;2005;Sin plomo 95;0,1,9,3;6
55884;3899KYG;WVWZZZAUZKP085783;;019051271100004;;VOLKSWAGEN;GOLF VII BERLINA (BQ1/BE2);Ready2Go;2019;Diesel;0,1,9,3,5;6
55894;3702CRS;VF7FCKFVE26906771;16334;011900530070002;23072;CITROEN;C3;1.4 Exclusive;2004;Sin plomo 95;0,9,3,5;0
55901;CK07VHT;WDB2093562F225207;18705;015700340360002;14268;MERCEDES-BENZ;CLK (BM 209) COUPE;350 (209.356);2007;Sin plomo 95;0,1,5,9,3;6
55937;LOPS387;WDB2110721B093043;;015700330630004;;;;;2006;;0,1,9,15,5;8
55965;7316BYW;WF0XXGCDB2T43446;9640;012850700020031;30917;FORD;FOCUS BERLINA (CAK);Trend;2002;Sin plomo 95;0,1,5,9;5
55991;M8147MZ;WDB1240301B714635;446;015700080060003;8921;MERCEDES-BENZ;CLASE 124 (BM 124) BERLINA;E 300 (124.030);1992;Sin plomo 91;0,1,9,3;5
56016;2799FCL;W0L0AHL6765170711;19362;016500670050014;33976;OPEL;ASTRA H TWIN TOP;Enjoy;2006;Sin plomo 95;0,1,9,3;6
56021;GM780DG;W0L0XCE7584092585;19290;016500280070025;24958;OPEL;MERIVA;Enjoy;2007;Diesel;0,1,5,9,3;6
56032;3085BNB;WBAPE11020WJ54143;31011;011300700150003;35294;BMW;SERIE X3 (E83);2.0d;2008;Diesel;0,1,9,3;4
56038;MA9892CG;MBHHFD31500199236;31211;012250090020001;23199;NISSAN;PIXO (UAO);Acenta;2009;Sin plomo 95;0,1,15,5,9,3;6
56064;EL604PG;WF0MXXGCDM3P55573;22529;012850720020003;30031;FORD;FOCUS C-MAX (CAP)(2003);Trend (D);2003;Diesel;0,1,5,9,3;5
56070;37NLGZ;WBALL502030E75096;11890;011300980080001;36606;BMW;SERIE Z4 ROADSTER (E89);sDrive 28i;2013;Sin plomo 95;0,1,5,9,15,3;8
56080;9076GMG;VSSZZZ6JZ9R140667;27586;017900240020003;13967;SEAT;IBIZA BERLINA (6J5);Reference;2009;Diesel;0,1,9,3;10
56145;9665CKK;VSSZZZ1MZ4R002081;10049;017900120010007;2473;SEAT;TOLEDO (1M2);Select;2003;Diesel;0,1,9,3;6
56152;V5551HB;WAUZZZ8LZYA075856;7378;010600740160005;2449;AUDI;A3 (8L);1.9 TDI Ambiente;2000;Diesel;0,15,9,3;0
56187;8507FLM;YV1RS694172627214;33821;019100550540001;6633;VOLVO;S60 BERLINA;2.4 D Momentum (120kW);2006;Diesel;0,1,9,3,5;8
56191;5311FLB;VF7CH9HXC25926519;19010;011900441030002;13971;CITROEN;XSARA PICASSO;1.6 HDi 90 SX Top;2006;Diesel;0,1,9,3;8
56238;4580FWM;VF34C9HZC55024491;23383;016701120100002;8344;PEUGEOT;308;Sport;2007;Diesel;0,1,9,3;6
56243;6453BWJ;WAUZZZ8E92A262210;15511;010600280120002;34762;AUDI;A4 BERLINA (8E);1.9 TDI (96kW);2002;Diesel;0,1,9,5;5
56282;6252GXZ;WP1ZZZ92ZBLA45720;33663;017100280050001;12415;PORSCHE;CAYENNE (TIPO 92A);S;2010;Sin plomo 98;0,1,9,3,5;6
56285;0176FPW;ZFA22300005514729;15626;012800470020001;2713;FIAT;I DOBLÒ (119);1.9 D SX;2007;Diesel;0,1,9,3,5;6
56312;0644GKB;VF1FC1EAF39998358;19034;017200140680029;28727;RENAULT;KANGOO I (F/KC0);Express Confort;2008;;0,1,9,3,5;6
56313;MA5464CN;VF1LA0F0G17688488;5650;017200330110001;7182;RENAULT;MEGANE I CLASSIC (LA0);2.0 RT;2025;Sin plomo 95;0,1,9,3;6
56349;1513CNC;WAUZZZ8E44A095628;15512;010600280150002;7409;AUDI;A4 BERLINA (8E);2.5 TDI Quattro (132kW);2003;Diesel;0,1,9,3;6
56364;FG634PJ;JMZGHA4B601408538;30892;015500682480001;1353;MAZDA;6 BERLINA (GH);2.2 CE 163 Active (5-ptas.);2010;Diesel;0,1,9,3;6
56373;GR1080AT;JMBL049GWKJ452480;3414;015900530300002;12467;MITSUBISHI;MONTERO (V20/V40);2500 TD GLX (5-ptas.);1997;Diesel;0,1,9;6
56390;7932MXM;U5YPU81BASL322902;;014250311400004;;KIA;SPORTAGE (NQ5);CONCEPT;2024;Gasolina;0,1,9,3;6
56394;6AP4717;VF7UA9HZC9J181037;22483;011900820340001;9911;CITROEN;GRAND C4 PICASSO;VTN@V;2009;Diesel;0,1,9,3,5;6
56406;1934FNL;WDD2040081A003156;31152;015700610130003;999;MERCEDES-BENZ;CLASE C (BM 204) BERLINA;C 220 CDI (204.008);2007;Diesel;0,1,9,3;6
56416;9279FGY;WDF63960313252059;;025700310220003;;MERCEDES-BENZ;VITO MIXTO (639);111  CDI  Largo    (639.603);2006;Diesel;0,1,9,3;7
56418;MA3402BZ;SJNFBAK11U0545054;4112;012250030010006;3681;NISSAN;MICRA (K11);Básico;1998;Sin plomo 91;0,9,3,1,5;0
56461;5456FKT;KPTC0B1KS6P025104;30143;018100120010002;36788;SSANGYONG;ACTYON;200 Xdi;0;Diesel;0,1,9;8
56524;6710KRT;WAUZZZ4M3HD016449;120590;010601740020001;21757;AUDI;SQ7 (4MB);4.0 TDI quattro;2016;Diesel;0,1,9,3;9
56538;6574JCS;ZFA22500006883989;26660;012800900020007;15437;FIAT;III FIORINO (225);Básico;2014;Diesel;0,1,9,3,5;6
56542;4870CTS;WBAAT51050FW58138;15924;011300550020001;5312;BMW;SERIE 3 COMPACTO (E46);316ti;2003;Sin plomo 95;0,1,9,3;6
56546;8453JMP;NMTDM26R30R039538;100766;018601550310007;32404;TOYOTA;VERSO (AUR2/ZGR2);Comfort;2015;Diesel;0,1,9,3;6
56559;4286DFP;SAJAA01F8XGL15460;10280;013800280050001;29673;JAGUAR;S-TYPE (03.1999);4.0 V8 Sport;2004;Sin plomo 95;0,1,9;6
56570;2498DSG;VF7LANFUC74273284;18333;011900800040007;9283;CITROEN;C4 COUPE;VTR;2005;Sin plomo 95;0,1,9,3;6
56632;2304DHH;KMHJN81VP5U121374;19623;013450390140001;4971;HYUNDAI;TUCSON (JM);2.0 CRDi Style;2005;Diesel;0,1,9,3;6
56639;3891GSZ;WVWZZZ1KZAW261215;30969;019050850150002;26589;VOLKSWAGEN;GOLF VI (5K1)(10.2008);GTD;2010;Diesel;0,9,3;0
56666;6009CVW;KLANF48614K991926;8845;011600060020001;28617;CHEVROLET;LACETTI;SE;2005;Sin plomo 95;0,9,3;0
56675;0222DNS;ZFA19200000573264;16057;012800420100001;2777;FIAT;STILO (192);1.9 JTD / 1.9 JTD 115 Dynamic;2002;Diesel;0,1,9,3;6
56695;3025DXS;XMCXNZ39A7F001148;18038;015900140080001;29524;MITSUBISHI;COLT CZ3 BERL. 5 (Z30A);1.5 DI-D Invite (D);2004;Diesel;0,1,9,3;6
